opcao,label,contextos,diretas,indiretas,total,modernas,legadas,arquivos,funcoes
acoesemlote,acoesemlote,feature,2,6,8,8,0,src/features/arvore/body.js;src/features/arvore/index.js;src/features/sei-functions/body.js;src/features/visualizacao/sei-pro-visualizacao.js,src/features/arvore/body.js:515:getLinksArvore;src/features/arvore/body.js:1901:initSeiProArvore;src/features/arvore/index.js:72:ready;src/features/sei-functions/body.js:5335:getLinksProcessoPro;src/features/sei-functions/body.js:6002:getAllLinksFolder;src/features/sei-functions/body.js:6539:getDocumentosActions;src/features/sei-functions/body.js:11702:initLoadSeiProArvore;src/features/visualizacao/sei-pro-visualizacao.js:2:initSeiProVisualizacao
