id,arquivo,linha,funcao,camada,feature,moderno_ou_legado,opcoes_diretas,opcoes_mapeadas,compartilhada,chamadas_detectadas_qtd
src/background/background.js:14:handleInstalled,src/background/background.js,14,handleInstalled,background,,legado,,,não,0
src/background/background.js:21:handleMessage,src/background/background.js,21,handleMessage,background,,legado,,,não,2
src/background/bug-report-handler.js:14:isAllowedBugReportSender,src/background/bug-report-handler.js,14,isAllowedBugReportSender,background,,legado,,,não,1
src/background/bug-report-handler.js:23:buildBugReportPayloadJson,src/background/bug-report-handler.js,23,buildBugReportPayloadJson,background,,legado,,,não,1
src/background/bug-report-handler.js:31:fetchWithTimeout,src/background/bug-report-handler.js,31,fetchWithTimeout,background,,legado,,agruparlista;atalhopublicacoeseletronicas;autopreenchersenha;certidaosigilo;certidaosigilo_nomedoc;citacaodoc;combinacaoteclas;contadoricone;coresmarcadores;debugpage;disablequery;ditado;editarimagens;editarlinks;escrivainterativa;especificaprocesso;ferramentasia;filtrarpaginapelapesquisarapida;filtroporatribuicao;gerenciaratividades;gerenciarformularios;gerenciarmonitorados;gerenciarprazos;gerenciarprescricoes;gerenciarprojetos;infoarvore;marcar_naolido;menususpenso;mostraranotacaocontrole;newdocdefault;newdocespec;newdocformat;newdocname;newdocnivel;newdocobs;newdocsigilo;newdoctoday;newproc_selfunidade;nomesusuarios;ocultarpaginacaosuperior;ordernartabela;qualidadeimagens;removepaginacao;resizearvore;revisaotexto;rolageminfinita;salvamentoautomatico;sincronizarprocessos;substituiselecao;uploaddocsexternos;urlamigavel,sim,7
src/background/bug-report-handler.js:48:parseBugReportResponse,src/background/bug-report-handler.js,48,parseBugReportResponse,background,,legado,,,não,3
src/background/bug-report-handler.js:61:handleBugReportMessage,src/background/bug-report-handler.js,61,handleBugReportMessage,background,,legado,,,não,3
src/background/bug-report-handler.js:76:sendViaGet,src/background/bug-report-handler.js,76,sendViaGet,background,,legado,,agruparlista;certidaosigilo;certidaosigilo_nomedoc;citacaodoc;combinacaoteclas;debugpage;editarimagens;ferramentasia;filtroporatribuicao;gerenciaratividades;gerenciarmonitorados;gerenciarprazos;gerenciarprojetos;marcar_naolido;mostraranotacaocontrole;newdocdefault;newdocespec;newdocformat;newdocname;newdocnivel;newdocobs;newdocsigilo;qualidadeimagens;removepaginacao;salvamentoautomatico;substituiselecao;uploaddocsexternos,sim,6
src/background/fetch-handler.js:24:isAllowedSender,src/background/fetch-handler.js,24,isAllowedSender,background,,legado,,,não,0
src/background/fetch-handler.js:28:isAllowedFetchUrl,src/background/fetch-handler.js,28,isAllowedFetchUrl,background,,legado,,,não,2
src/background/fetch-handler.js:36:fetchWithTimeout,src/background/fetch-handler.js,36,fetchWithTimeout,background,,legado,,agruparlista;atalhopublicacoeseletronicas;autopreenchersenha;certidaosigilo;certidaosigilo_nomedoc;citacaodoc;combinacaoteclas;contadoricone;coresmarcadores;debugpage;disablequery;ditado;editarimagens;editarlinks;escrivainterativa;especificaprocesso;ferramentasia;filtrarpaginapelapesquisarapida;filtroporatribuicao;gerenciaratividades;gerenciarformularios;gerenciarmonitorados;gerenciarprazos;gerenciarprescricoes;gerenciarprojetos;infoarvore;marcar_naolido;menususpenso;mostraranotacaocontrole;newdocdefault;newdocespec;newdocformat;newdocname;newdocnivel;newdocobs;newdocsigilo;newdoctoday;newproc_selfunidade;nomesusuarios;ocultarpaginacaosuperior;ordernartabela;qualidadeimagens;removepaginacao;resizearvore;revisaotexto;rolageminfinita;salvamentoautomatico;sincronizarprocessos;substituiselecao;uploaddocsexternos;urlamigavel,sim,7
src/background/fetch-handler.js:53:handleFetchMessage,src/background/fetch-handler.js,53,handleFetchMessage,background,,legado,,agruparlista;certidaosigilo;certidaosigilo_nomedoc;citacaodoc;combinacaoteclas;debugpage;editarimagens;ferramentasia;filtroporatribuicao;gerenciaratividades;gerenciarmonitorados;gerenciarprazos;gerenciarprojetos;marcar_naolido;mostraranotacaocontrole;newdocdefault;newdocespec;newdocformat;newdocname;newdocnivel;newdocobs;newdocsigilo;qualidadeimagens;removepaginacao;salvamentoautomatico;substituiselecao;uploaddocsexternos,sim,6
src/background/install-handler.js:12:handleInstalled,src/background/install-handler.js,12,handleInstalled,background,,legado,,,não,4
src/background/process-notification-handler.js:15:getProcessNotificationState,src/background/process-notification-handler.js,15,getProcessNotificationState,background,,legado,,,não,2
src/background/process-notification-handler.js:23:setProcessNotificationState,src/background/process-notification-handler.js,23,setProcessNotificationState,background,,legado,,,não,2
src/background/process-notification-handler.js:31:clearProcessNotificationBadge,src/background/process-notification-handler.js,31,clearProcessNotificationBadge,background,,legado,,,não,1
src/background/process-notification-handler.js:37:setProcessNotificationBadge,src/background/process-notification-handler.js,37,setProcessNotificationBadge,background,,legado,,,não,3
src/background/process-notification-handler.js:50:createProcessNotification,src/background/process-notification-handler.js,50,createProcessNotification,background,,legado,,,não,3
src/background/process-notification-handler.js:66:syncProcessNotificationState,src/background/process-notification-handler.js,66,syncProcessNotificationState,background,,legado,,,não,5
src/background/process-notification-handler.js:77:getProcessNotificationState,src/background/process-notification-handler.js,77,getProcessNotificationState,background,,legado,,,não,2
src/background/process-notification-handler.js:88:setProcessNotificationState,src/background/process-notification-handler.js,88,setProcessNotificationState,background,,legado,,,não,4
src/background/process-notification-handler.js:110:syncProcessNotificationConfig,src/background/process-notification-handler.js,110,syncProcessNotificationConfig,background,,legado,,,não,2
src/background/process-notification-handler.js:117:handleProcessNotificationMessage,src/background/process-notification-handler.js,117,handleProcessNotificationMessage,background,,legado,,,não,2
src/background/router.js:12:handleMessage,src/background/router.js,12,handleMessage,background,,legado,,,não,5
src/background/storage-handler.js:12:respondOnce,src/background/storage-handler.js,12,respondOnce,background,,legado,,,não,1
src/background/storage-handler.js:21:storageErrorMessage,src/background/storage-handler.js,21,storageErrorMessage,background,,legado,,,não,2
src/background/storage-handler.js:27:settleStorage,src/background/storage-handler.js,27,settleStorage,background,,legado,,,não,1
src/background/storage-handler.js:33:getStorageAreaName,src/background/storage-handler.js,33,getStorageAreaName,background,,legado,,,não,0
src/background/storage-handler.js:37:getStorageApi,src/background/storage-handler.js,37,getStorageApi,background,,legado,,,não,1
src/background/storage-handler.js:41:handleStorageMessage,src/background/storage-handler.js,41,handleStorageMessage,background,,legado,,,não,3
src/background/storage-handler.js:49:okGet,src/background/storage-handler.js,49,okGet,background,,legado,,,não,1
src/background/storage-handler.js:50:errGet,src/background/storage-handler.js,50,errGet,background,,legado,,,não,7
src/background/storage-handler.js:62:okSet,src/background/storage-handler.js,62,okSet,background,,legado,,,não,1
src/background/storage-handler.js:63:errSet,src/background/storage-handler.js,63,errSet,background,,legado,,,não,7
src/background/storage-handler.js:75:okRemove,src/background/storage-handler.js,75,okRemove,background,,legado,,,não,1
src/background/storage-handler.js:76:errRemove,src/background/storage-handler.js,76,errRemove,background,,legado,,notificacaonovoprocesso,não,4
src/bootstrap/init_all.js:1:compareVersionNumbers_initall,src/bootstrap/init_all.js,1,compareVersionNumbers_initall,bootstrap,,legado,,,não,9
src/bootstrap/init_all.js:21:divDialogsPro,src/bootstrap/init_all.js,21,divDialogsPro,bootstrap,,legado,,notificacaonovoprocesso,não,2
src/bootstrap/init_all.js:33:loadScriptProAll,src/bootstrap/init_all.js,33,loadScriptProAll,bootstrap,,legado,,,não,9
src/bootstrap/init_all.js:52:setTimeout,src/bootstrap/init_all.js,52,setTimeout,bootstrap,,legado,,,não,8
src/bootstrap/init_db.js:3:getConfigHost,src/bootstrap/init_db.js,3,getConfigHost,bootstrap,,legado,,,não,5
src/bootstrap/init_db.js:9:setConfigHost,src/bootstrap/init_db.js,9,setConfigHost,bootstrap,,legado,,,não,5
src/bootstrap/init_db.js:23:appendIconEntidadeLogin,src/bootstrap/init_db.js,23,appendIconEntidadeLogin,bootstrap,,legado,,,não,2
src/bootstrap/init_db.js:32:setOptionsSEIPro,src/bootstrap/init_db.js,32,setOptionsSEIPro,bootstrap,,legado,,,não,7
src/bootstrap/init_db.js:64:getOptionsSEIPro,src/bootstrap/init_db.js,64,getOptionsSEIPro,bootstrap,,legado,,,não,12
src/bootstrap/init_db.js:98:setTimeout,src/bootstrap/init_db.js,98,setTimeout,bootstrap,,legado,,,não,1
src/bootstrap/init_db.js:108:changeBasePro,src/bootstrap/init_db.js,108,changeBasePro,bootstrap,,legado,,,não,5
src/bootstrap/init_db.js:141:observeAcaoPro,src/bootstrap/init_db.js,141,observeAcaoPro,bootstrap,,legado,,,não,8
src/bootstrap/init_db.js:240:loadScriptProDB,src/bootstrap/init_db.js,240,loadScriptProDB,bootstrap,,legado,,,não,5
src/bootstrap/init_db.js:247:setTimeout,src/bootstrap/init_db.js,247,setTimeout,bootstrap,,legado,,,não,7
src/bootstrap/init_visualizacao_html.js:3:normalizeQuickVisualizacaoHtmlText,src/bootstrap/init_visualizacao_html.js,3,normalizeQuickVisualizacaoHtmlText,bootstrap,,legado,,,não,5
src/bootstrap/init_visualizacao_html.js:12:getQuickVisualizacaoHtmlTokens,src/bootstrap/init_visualizacao_html.js,12,getQuickVisualizacaoHtmlTokens,bootstrap,,legado,,,não,3
src/bootstrap/init_visualizacao_html.js:16:clearQuickVisualizacaoHtmlHighlights,src/bootstrap/init_visualizacao_html.js,16,clearQuickVisualizacaoHtmlHighlights,bootstrap,,legado,,,não,5
src/bootstrap/init_visualizacao_html.js:24:shouldSkipQuickVisualizacaoHtmlNode,src/bootstrap/init_visualizacao_html.js,24,shouldSkipQuickVisualizacaoHtmlNode,bootstrap,,legado,,,não,1
src/bootstrap/init_visualizacao_html.js:33:buildQuickVisualizacaoHtmlRanges,src/bootstrap/init_visualizacao_html.js,33,buildQuickVisualizacaoHtmlRanges,bootstrap,,legado,,,não,7
src/bootstrap/init_visualizacao_html.js:62:highlightQuickVisualizacaoHtmlTextNode,src/bootstrap/init_visualizacao_html.js,62,highlightQuickVisualizacaoHtmlTextNode,bootstrap,,legado,,,não,10
src/bootstrap/init_visualizacao_html.js:94:applyQuickVisualizacaoHtmlHighlight,src/bootstrap/init_visualizacao_html.js,94,applyQuickVisualizacaoHtmlHighlight,bootstrap,,legado,,,não,8
src/bootstrap/init_visualizacao_html.js:114:getQuickVisualizacaoHtmlSearchInput,src/bootstrap/init_visualizacao_html.js,114,getQuickVisualizacaoHtmlSearchInput,bootstrap,,legado,,,não,1
src/bootstrap/init_visualizacao_html.js:129:initQuickPageHighlightVisualizacaoHtml,src/bootstrap/init_visualizacao_html.js,129,initQuickPageHighlightVisualizacaoHtml,bootstrap,,legado,,,não,4
src/bootstrap/init_visualizacao_html.js:151:initLinhaNumerada,src/bootstrap/init_visualizacao_html.js,151,initLinhaNumerada,bootstrap,,legado,,linhanumerada,não,1
src/bootstrap/init_visualizacao_html.js:156:setTimeout,src/bootstrap/init_visualizacao_html.js,156,setTimeout,bootstrap,,legado,debugpage,debugpage;linhanumerada,sim,3
src/bootstrap/init_visualizacao_html.js:162:initRepareBgTableColor,src/bootstrap/init_visualizacao_html.js,162,initRepareBgTableColor,bootstrap,,legado,,,não,1
src/bootstrap/init_visualizacao_html.js:167:setTimeout,src/bootstrap/init_visualizacao_html.js,167,setTimeout,bootstrap,,legado,debugpage,debugpage,não,3
src/bootstrap/init_visualizacao_html.js:173:repareBgTableColor,src/bootstrap/init_visualizacao_html.js,173,repareBgTableColor,bootstrap,,legado,,,não,3
src/bootstrap/init_visualizacao_html.js:178:setBgTableColor,src/bootstrap/init_visualizacao_html.js,178,setBgTableColor,bootstrap,,legado,,,não,4
src/bootstrap/init_visualizacao_html.js:186:debugListStylesheetsVisualizacaoHtml,src/bootstrap/init_visualizacao_html.js,186,debugListStylesheetsVisualizacaoHtml,bootstrap,,legado,debugpage,debugpage;linhanumerada,sim,12
src/bootstrap/init_visualizacao.js:7:initNewIcons,src/bootstrap/init_visualizacao.js,7,initNewIcons,bootstrap,,legado,,newdocespec;newdocformat;newdocname;newdocnivel;newdocobs;newdocsigilo;newdoctoday;newproc_selfunidade,sim,1
src/bootstrap/init_visualizacao.js:12:setTimeout,src/bootstrap/init_visualizacao.js,12,setTimeout,bootstrap,,legado,debugpage,debugpage,não,8
src/bootstrap/init.js:1:compareVersionNumbers_init,src/bootstrap/init.js,1,compareVersionNumbers_init,bootstrap,,legado,,,não,13
src/bootstrap/init.js:20:divIconsLoginPro,src/bootstrap/init.js,20,divIconsLoginPro,bootstrap,,legado,,,não,5
src/bootstrap/init.js:31:classBodyPro,src/bootstrap/init.js,31,classBodyPro,bootstrap,,legado,,,não,2
src/bootstrap/init.js:41:loadLocalConfigScriptPro,src/bootstrap/init.js,41,loadLocalConfigScriptPro,bootstrap,,legado,,,não,11
src/bootstrap/init.js:66:loadConfigPro,src/bootstrap/init.js,66,loadConfigPro,bootstrap,,legado,,ferramentasia;gerenciaratividades;gerenciarformularios;gerenciarprojetos;sincronizarprocessos,sim,5
src/bootstrap/init.js:91:showAutoReportNoticePro,src/bootstrap/init.js,91,showAutoReportNoticePro,bootstrap,,legado,,,não,0
src/bootstrap/init.js:92:onGet,src/bootstrap/init.js,92,onGet,bootstrap,,legado,,gerenciarprescricoes;gerenciarprojetos,sim,4
src/bootstrap/init.js:118:loadScriptDataBasePro,src/bootstrap/init.js,118,loadScriptDataBasePro,bootstrap,,legado,ferramentasia;gerenciaratividades;gerenciarformularios;gerenciarprojetos;sincronizarprocessos,ferramentasia;filtrarpaginapelapesquisarapida;gerenciaratividades;gerenciarformularios;gerenciarprojetos;sincronizarprocessos,sim,12
src/bootstrap/init.js:158:removeLocalStoragePlataformAI,src/bootstrap/init.js,158,removeLocalStoragePlataformAI,bootstrap,,legado,,,não,1
src/bootstrap/init.js:161:loadDataBaseApiPlataformAIPro,src/bootstrap/init.js,161,loadDataBaseApiPlataformAIPro,bootstrap,,legado,ferramentasia,ferramentasia;filtrarpaginapelapesquisarapida,sim,6
src/bootstrap/init.js:172:removeLocalStorageAtividades,src/bootstrap/init.js,172,removeLocalStorageAtividades,bootstrap,,legado,,,não,2
src/bootstrap/init.js:178:loadDataBaseApiAtividadesPro,src/bootstrap/init.js,178,loadDataBaseApiAtividadesPro,bootstrap,,legado,gerenciaratividades,filtrarpaginapelapesquisarapida;gerenciaratividades,sim,7
src/bootstrap/init.js:190:loadDataBaseSheetsProjetosPro,src/bootstrap/init.js,190,loadDataBaseSheetsProjetosPro,bootstrap,,legado,,,não,9
src/bootstrap/init.js:209:loadDataBaseSheetsFormulariosPro,src/bootstrap/init.js,209,loadDataBaseSheetsFormulariosPro,bootstrap,,legado,,,não,7
src/bootstrap/init.js:227:loadDataBaseSheetsProcessosPro,src/bootstrap/init.js,227,loadDataBaseSheetsProcessosPro,bootstrap,,legado,,,não,7
src/bootstrap/init.js:245:setSessionGoogle,src/bootstrap/init.js,245,setSessionGoogle,bootstrap,,legado,,,não,2
src/bootstrap/init.js:248:loadDataBaseProStorage,src/bootstrap/init.js,248,loadDataBaseProStorage,bootstrap,,legado,,ferramentasia;gerenciaratividades;gerenciarformularios;gerenciarprojetos;sincronizarprocessos,sim,8
src/bootstrap/init.js:271:loadScriptPro,src/bootstrap/init.js,271,loadScriptPro,bootstrap,,legado,,,não,1
src/bootstrap/init.js:274:setTimeout,src/bootstrap/init.js,274,setTimeout,bootstrap,,legado,,filtrarpaginapelapesquisarapida,não,15
src/bootstrap/init.js:314:setTimeout,src/bootstrap/init.js,314,setTimeout,bootstrap,,legado,,menususpenso;resizearvore,sim,6
src/core/async.js:20:resolveBag,src/core/async.js,20,resolveBag,core,,moderno,,,não,6
src/core/async.js:45:retryWithProgress,src/core/async.js,45,retryWithProgress,core,,moderno,,agruparlista;atalhopublicacoeseletronicas;autopreenchersenha;certidaosigilo;certidaosigilo_nomedoc;citacaodoc;combinacaoteclas;contadoricone;coresmarcadores;debugpage;disablequery;ditado;editarimagens;editarlinks;escrivainterativa;especificaprocesso;ferramentasia;filtrarpaginapelapesquisarapida;filtroporatribuicao;gerenciaratividades;gerenciarformularios;gerenciarmonitorados;gerenciarprazos;gerenciarprescricoes;gerenciarprojetos;infoarvore;marcar_naolido;menususpenso;mostraranotacaocontrole;newdocdefault;newdocespec;newdocformat;newdocname;newdocnivel;newdocobs;newdocsigilo;newdoctoday;newproc_selfunidade;nomesusuarios;ocultarpaginacaosuperior;ordernartabela;qualidadeimagens;removepaginacao;resizearvore;revisaotexto;rolageminfinita;salvamentoautomatico;sincronizarprocessos;substituiselecao;uploaddocsexternos;urlamigavel,sim,9
src/core/async.js:91:clearRetry,src/core/async.js,91,clearRetry,core,,moderno,,,não,3
src/core/async.js:105:nudgeOnce,src/core/async.js,105,nudgeOnce,core,,moderno,,,não,2
src/core/async.js:112:installAsync,src/core/async.js,112,installAsync,core,,moderno,,,não,2
src/core/bootstrap.js:3:installBootstrap,src/core/bootstrap.js,3,installBootstrap,core,,moderno,,,não,0
src/core/bootstrap.js:4:setSessionNameSpace,src/core/bootstrap.js,4,setSessionNameSpace,core,,moderno,,,não,2
src/core/bootstrap.js:11:_P,src/core/bootstrap.js,11,_P,core,,moderno,,,não,2
src/core/bootstrap.js:15:getPathExtensionPro,src/core/bootstrap.js,15,getPathExtensionPro,core,,moderno,,,não,5
src/core/config.js:3:installConfig,src/core/config.js,3,installConfig,core,,moderno,,,não,0
src/core/config.js:4:readConfigBasePro,src/core/config.js,4,readConfigBasePro,core,,moderno,,,não,3
src/core/config.js:21:pickConfigGeral,src/core/config.js,21,pickConfigGeral,core,,moderno,,,não,1
src/core/config.js:30:queryConfigValue,src/core/config.js,30,queryConfigValue,core,,moderno,,,não,3
src/core/config.js:45:verifyConfigValue,src/core/config.js,45,verifyConfigValue,core,,moderno,,,não,1
src/core/config.js:49:getConfigValue,src/core/config.js,49,getConfigValue,core,,moderno,,,não,1
src/core/config.js:54:isDefaultEnabledConfigValue,src/core/config.js,54,isDefaultEnabledConfigValue,core,,moderno,filtrarpaginapelapesquisarapida,filtrarpaginapelapesquisarapida,não,4
src/core/config.js:63:checkConfigValue,src/core/config.js,63,checkConfigValue,core,,moderno,,filtrarpaginapelapesquisarapida,não,7
src/core/cookies.js:6:installCookies,src/core/cookies.js,6,installCookies,core,,moderno,,,não,0
src/core/cookies.js:7:doc,src/core/cookies.js,7,doc,core,,moderno,,,não,0
src/core/cookies.js:9:readCookiePro,src/core/cookies.js,9,readCookiePro,core,,moderno,,,não,5
src/core/cookies.js:20:createCookiePro,src/core/cookies.js,20,createCookiePro,core,,moderno,,,não,7
src/core/cookies.js:31:eraseCookiePro,src/core/cookies.js,31,eraseCookiePro,core,,moderno,,,não,3
src/core/cor.js:8:componentToHex,src/core/cor.js,8,componentToHex,core,,moderno,,,não,1
src/core/cor.js:13:rgbToHex,src/core/cor.js,13,rgbToHex,core,,moderno,,,não,2
src/core/cor.js:18:rgbToHexString,src/core/cor.js,18,rgbToHexString,core,,moderno,,,não,6
src/core/cor.js:26:hexToRgb,src/core/cor.js,26,hexToRgb,core,,moderno,,,não,3
src/core/cor.js:36:addAlpha,src/core/cor.js,36,addAlpha,core,,moderno,,,não,6
src/core/cor.js:42:getBrightnessColor,src/core/cor.js,42,getBrightnessColor,core,,moderno,,,não,3
src/core/cor.js:47:installCor,src/core/cor.js,47,installCor,core,,moderno,,,não,2
src/core/datas.js:16:getDatesFormatBR,src/core/datas.js,16,getDatesFormatBR,core,,moderno,,,não,3
src/core/datas.js:23:randomDate,src/core/datas.js,23,randomDate,core,,moderno,,,não,5
src/core/datas.js:31:getRecentDateRow,src/core/datas.js,31,getRecentDateRow,core,,moderno,,notificacaonovoprocesso,não,5
src/core/datas.js:40:calculeDatesDurationTemplate,src/core/datas.js,40,calculeDatesDurationTemplate,core,,moderno,,,não,6
src/core/datas.js:51:calculeDatesDuration,src/core/datas.js,51,calculeDatesDuration,core,,moderno,,notificacaonovoprocesso,não,9
src/core/datas.js:72:buildDataRecebimentoRecord,src/core/datas.js,72,buildDataRecebimentoRecord,core,,moderno,,,não,1
src/core/datas.js:79:geracao,src/core/datas.js,79,geracao,core,,moderno,,,não,2
src/core/datas.js:86:remessa,src/core/datas.js,86,remessa,core,,moderno,,,não,4
src/core/datas.js:94:recebimento,src/core/datas.js,94,recebimento,core,,moderno,,,não,2
src/core/datas.js:114:persistDataRecebimentoRecord,src/core/datas.js,114,persistDataRecebimentoRecord,core,,moderno,,,não,5
src/core/datas.js:120:index,src/core/datas.js,120,index,core,,moderno,,,não,6
src/core/datas.js:131:getDateSemantic,src/core/datas.js,131,getDateSemantic,core,,moderno,,notificacaonovoprocesso,não,11
src/core/datas.js:173:installDatas,src/core/datas.js,173,installDatas,core,,moderno,,,não,2
src/core/docslote-legacy-api.js:11:installDocsLoteLegacyApi,src/core/docslote-legacy-api.js,11,installDocsLoteLegacyApi,core,,moderno,,,não,1
src/core/docslote.js:26:getDocsLoteNormalChars,src/core/docslote.js,26,getDocsLoteNormalChars,core,,moderno,,,não,2
src/core/docslote.js:32:hasDocsLoteSpecialChars,src/core/docslote.js,32,hasDocsLoteSpecialChars,core,,moderno,,,não,6
src/core/docslote.js:40:encodeDocsLoteSpecialChars,src/core/docslote.js,40,encodeDocsLoteSpecialChars,core,,moderno,,,não,4
src/core/docslote.js:48:parseDocsLoteDocTitle,src/core/docslote.js,48,parseDocsLoteDocTitle,core,,moderno,,,não,2
src/core/docslote.js:59:installDocsLote,src/core/docslote.js,59,installDocsLote,core,,moderno,,,não,1
src/core/feriados.js:13:easterDay,src/core/feriados.js,13,easterDay,core,,moderno,,,não,2
src/core/feriados.js:29:getHolidaysBr,src/core/feriados.js,29,getHolidaysBr,core,,moderno,,notificacaonovoprocesso,não,4
src/core/feriados.js:63:getHolidayBetweenDates,src/core/feriados.js,63,getHolidayBetweenDates,core,,moderno,,notificacaonovoprocesso,não,7
src/core/feriados.js:89:installFeriados,src/core/feriados.js,89,installFeriados,core,,moderno,,,não,2
src/core/global.js:4:getSeiPro,src/core/global.js,4,getSeiPro,core,,moderno,,,não,0
src/core/global.js:13:aliasGlobal,src/core/global.js,13,aliasGlobal,core,,moderno,,,não,0
src/core/helpers.js:9:checkObjHasProperty,src/core/helpers.js,9,checkObjHasProperty,core,,moderno,,,não,1
src/core/helpers.js:20:fixedEncodeURIComponent,src/core/helpers.js,20,fixedEncodeURIComponent,core,,moderno,,,não,4
src/core/helpers.js:26:infraFormatarTamanhoBytes,src/core/helpers.js,26,infraFormatarTamanhoBytes,core,,moderno,,,não,1
src/core/helpers.js:35:prepCSVRow,src/core/helpers.js,35,prepCSVRow,core,,moderno,,,não,0
src/core/helpers.js:39:splitArray,src/core/helpers.js,39,splitArray,core,,moderno,,,não,2
src/core/helpers.js:63:removeDuplicatesArray,src/core/helpers.js,63,removeDuplicatesArray,core,,moderno,,,não,3
src/core/helpers.js:71:trycatch,src/core/helpers.js,71,trycatch,core,,moderno,,,não,7
src/core/helpers.js:82:zeroWidthTrim,src/core/helpers.js,82,zeroWidthTrim,core,,moderno,,,não,1
src/core/helpers.js:86:checkBrowser,src/core/helpers.js,86,checkBrowser,core,,moderno,,,não,1
src/core/helpers.js:99:installHelpers,src/core/helpers.js,99,installHelpers,core,,moderno,,,não,2
src/core/namespace.js:6:createNamespace,src/core/namespace.js,6,createNamespace,core,,moderno,,,não,3
src/core/numeros.js:8:arrayMax,src/core/numeros.js,8,arrayMax,core,,moderno,,,não,2
src/core/numeros.js:12:arrayMin,src/core/numeros.js,12,arrayMin,core,,moderno,,,não,2
src/core/numeros.js:17:toNumBr,src/core/numeros.js,17,toNumBr,core,,moderno,,,não,2
src/core/numeros.js:21:isNumeric,src/core/numeros.js,21,isNumeric,core,,moderno,,,não,3
src/core/numeros.js:25:roundToTwo,src/core/numeros.js,25,roundToTwo,core,,moderno,,,não,1
src/core/numeros.js:29:randomNumber,src/core/numeros.js,29,randomNumber,core,,moderno,,,não,2
src/core/numeros.js:33:hasNumber,src/core/numeros.js,33,hasNumber,core,,moderno,,,não,1
src/core/numeros.js:37:onlyNumber,src/core/numeros.js,37,onlyNumber,core,,moderno,,,não,4
src/core/numeros.js:42:avgArray,src/core/numeros.js,42,avgArray,core,,moderno,,,não,1
src/core/numeros.js:50:reverseArray,src/core/numeros.js,50,reverseArray,core,,moderno,,,não,2
src/core/numeros.js:55:toArray,src/core/numeros.js,55,toArray,core,,moderno,,,não,2
src/core/numeros.js:65:numberToLetter,src/core/numeros.js,65,numberToLetter,core,,moderno,,,não,4
src/core/numeros.js:70:decimalHourToMinute,src/core/numeros.js,70,decimalHourToMinute,core,,moderno,,,não,2
src/core/numeros.js:77:installNumeros,src/core/numeros.js,77,installNumeros,core,,moderno,,,não,2
src/core/options.js:10:installOptions,src/core/options.js,10,installOptions,core,,moderno,,,não,0
src/core/options.js:11:ws,src/core/options.js,11,ws,core,,moderno,,,não,2
src/core/options.js:15:isEmptyObjectPro,src/core/options.js,15,isEmptyObjectPro,core,,moderno,,,não,0
src/core/options.js:20:verifyOptionsPro,src/core/options.js,20,verifyOptionsPro,core,,moderno,,,não,3
src/core/options.js:31:getOptionsPro,src/core/options.js,31,getOptionsPro,core,,moderno,,,não,4
src/core/options.js:40:setOptionsPro,src/core/options.js,40,setOptionsPro,core,,moderno,,,não,4
src/core/options.js:54:removeOptionsPro,src/core/options.js,54,removeOptionsPro,core,,moderno,,,não,5
src/core/options.js:64:updateOptionsPro,src/core/options.js,64,updateOptionsPro,core,,moderno,,,não,6
src/core/prazos.js:19:getRecalculaPrazo,src/core/prazos.js,19,getRecalculaPrazo,core,,moderno,,notificacaonovoprocesso,não,6
src/core/prazos.js:38:extractFirstQuotedValue,src/core/prazos.js,38,extractFirstQuotedValue,core,,moderno,,,não,3
src/core/prazos.js:44:normalizeNativePrazoTooltip,src/core/prazos.js,44,normalizeNativePrazoTooltip,core,,moderno,,,não,4
src/core/prazos.js:60:parseControlePrazoNativo,src/core/prazos.js,60,parseControlePrazoNativo,core,,moderno,,,não,16
src/core/prazos.js:109:parsePrazoTag,src/core/prazos.js,109,parsePrazoTag,core,,moderno,,,não,9
src/core/prazos.js:125:parsePrazoTooltip,src/core/prazos.js,125,parsePrazoTooltip,core,,moderno,,,não,9
src/core/prazos.js:143:getDateBoxState,src/core/prazos.js,143,getDateBoxState,core,,moderno,,,não,5
src/core/prazos.js:161:getProgressPercent,src/core/prazos.js,161,getProgressPercent,core,,moderno,,,não,3
src/core/prazos.js:171:installPrazos,src/core/prazos.js,171,installPrazos,core,,moderno,,,não,2
src/core/quickfilter-dom.js:21:resolveDoc,src/core/quickfilter-dom.js,21,resolveDoc,core,,moderno,,,não,2
src/core/quickfilter-dom.js:30:clearHighlights,src/core/quickfilter-dom.js,30,clearHighlights,core,,moderno,,,não,5
src/core/quickfilter-dom.js:46:highlightTextNode,src/core/quickfilter-dom.js,46,highlightTextNode,core,,moderno,,,não,11
src/core/quickfilter-dom.js:80:applyHighlight,src/core/quickfilter-dom.js,80,applyHighlight,core,,moderno,,,não,7
src/core/quickfilter-dom.js:102:installQuickFilterDom,src/core/quickfilter-dom.js,102,installQuickFilterDom,core,,moderno,,,não,1
src/core/quickfilter.js:17:normalizeFilterText,src/core/quickfilter.js,17,normalizeFilterText,core,,moderno,,,não,5
src/core/quickfilter.js:24:getFilterTokens,src/core/quickfilter.js,24,getFilterTokens,core,,moderno,,,não,4
src/core/quickfilter.js:32:getNormalizedIndexMap,src/core/quickfilter.js,32,getNormalizedIndexMap,core,,moderno,,,não,4
src/core/quickfilter.js:49:mergeHighlightRanges,src/core/quickfilter.js,49,mergeHighlightRanges,core,,moderno,,,não,4
src/core/quickfilter.js:72:buildHighlightRanges,src/core/quickfilter.js,72,buildHighlightRanges,core,,moderno,,,não,5
src/core/quickfilter.js:98:installQuickFilter,src/core/quickfilter.js,98,installQuickFilter,core,,moderno,,,não,3
